itemid,categoryid,parentid,available
97785,1213,955.0,0.0
286749,1135,1329.0,0.0
275575,288,314.0,1.0
35644,1528,1426.0,0.0
82681,1681,568.0,1.0
65497,1493,594.0,0.0
248711,1051,955.0,0.0
329251,921,143.0,1.0
289538,158,1621.0,0.0
378003,1192,955.0,0.0
83284,610,1239.0,0.0
349117,175,1492.0,0.0
333274,1018,1331.0,1.0
351947,1258,1386.0,0.0
160823,1231,901.0,0.0
15308,1076,986.0,0.0
35889,884,127.0,0.0
446220,333,1497.0,0.0
20082,248,1596.0,0.0
374533,1623,1066.0,0.0
299156,575,1257.0,0.0
343932,1338,1278.0,0.0
233078,656,1125.0,0.0
44261,356,92.0,1.0
237119,589,1308.0,1.0
102506,1221,1426.0,0.0
397124,479,520.0,0.0
385472,1500,1515.0,1.0
155796,1265,1136.0,0.0
302415,46,1519.0,0.0
430499,524,1145.0,0.0
174249,1233,1257.0,1.0
17891,1231,901.0,1.0
222906,646,1606.0,0.0
216082,50,312.0,0.0
169503,1188,1497.0,0.0
212457,126,871.0,1.0
294989,1509,620.0,0.0
372581,1554,1678.0,0.0
126989,1248,1368.0,1.0
122553,65,293.0,0.0
344028,1221,1426.0,0.0
367053,286,1214.0,0.0
165287,683,1606.0,1.0
263388,1114,113.0,0.0
225300,421,1424.0,0.0
324514,1384,1458.0,1.0
86744,1167,250.0,1.0
73149,242,1531.0,0.0
95248,1147,1027.0,0.0
4516,628,149.0,0.0
229122,1248,1368.0,0.0
111681,228,1482.0,0.0
170443,1513,1416.0,0.0
334977,936,143.0,1.0
380760,741,362.0,0.0
356361,1051,955.0,0.0
241995,985,1502.0,0.0
117659,958,1041.0,0.0
55910,720,305.0,0.0
368245,1375,805.0,1.0
293136,1026,351.0,1.0
64150,959,1095.0,0.0
118809,320,854.0,1.0
337348,683,1606.0,1.0
150183,1355,312.0,1.0
390285,959,1095.0,1.0
40274,1325,1684.0,0.0
171952,1498,580.0,1.0
315159,1613,250.0,0.0
274194,227,602.0,0.0
71439,1279,1606.0,0.0
5017,1147,1027.0,0.0
350372,977,871.0,1.0
79442,844,1458.0,1.0
119744,3,1281.0,1.0
121371,324,1145.0,1.0
410785,473,1058.0,0.0
338849,1589,1426.0,0.0
130658,1418,896.0,1.0
343810,1301,1034.0,0.0
364789,511,724.0,0.0
244512,1070,1423.0,0.0
310159,1318,986.0,0.0
59729,1130,1323.0,0.0
41786,64,206.0,0.0
394400,1635,866.0,1.0
257015,1303,252.0,0.0
63693,406,872.0,0.0
268269,1620,937.0,0.0
4657,330,986.0,1.0
185242,959,1095.0,0.0
120273,1277,312.0,0.0
102026,196,1667.0,0.0
442343,1163,561.0,1.0
185093,1623,1066.0,1.0
199541,1584,1562.0,0.0
373641,1388,1249.0,1.0
94776,1535,727.0,0.0
124348,242,1531.0,0.0
336335,1483,561.0,0.0
334810,1047,127.0,0.0
352091,959,1095.0,1.0
290767,1277,312.0,0.0
415083,1051,955.0,0.0
397606,1253,127.0,0.0
86473,1680,587.0,1.0
427465,1343,25.0,0.0
331534,863,194.0,0.0
466486,691,1079.0,0.0
184966,238,250.0,1.0
226961,1244,500.0,1.0
183865,959,1095.0,0.0
332079,799,920.0,0.0
54834,242,1531.0,0.0
369853,911,1531.0,1.0
400714,450,1492.0,0.0
54910,84,1308.0,0.0
261029,1301,1034.0,0.0
311112,1279,1606.0,1.0
22868,248,1596.0,0.0
106012,1172,810.0,0.0
242597,535,426.0,0.0
107663,1375,805.0,0.0
399844,1135,1329.0,1.0
70550,1051,955.0,1.0
340912,1076,986.0,0.0
108372,707,561.0,0.0
443307,1509,620.0,0.0
227010,1375,805.0,1.0
234350,126,871.0,1.0
77271,496,893.0,0.0
161911,1474,480.0,1.0
375084,34,1368.0,0.0
77625,342,500.0,0.0
122537,1483,561.0,1.0
278587,1059,1696.0,0.0
116565,1542,745.0,1.0
378760,881,1012.0,0.0
89202,1096,92.0,1.0
267942,130,145.0,1.0
209125,987,1426.0,1.0
126976,1143,1424.0,0.0
412312,730,1482.0,0.0
375893,1474,480.0,0.0
169019,1477,206.0,0.0
421659,0,605.0,1.0
408384,1393,1383.0,1.0
392226,782,1562.0,0.0
221478,377,714.0,0.0
299074,1,854.0,1.0
255737,1279,1606.0,1.0
240698,330,986.0,0.0
55281,1135,1329.0,0.0
377430,959,1095.0,0.0
338879,624,871.0,1.0
88507,342,500.0,0.0
58851,1051,955.0,0.0
214495,1393,1383.0,1.0
323455,1006,1546.0,1.0
248418,196,1667.0,0.0
368894,911,1531.0,0.0
300051,317,314.0,0.0
174616,1051,955.0,0.0
255707,914,226.0,0.0
132436,1049,1606.0,0.0
333753,1167,250.0,0.0
426245,575,1257.0,0.0
116612,1103,1368.0,1.0
175922,1694,1621.0,0.0
71301,1003,61.0,1.0
147504,769,587.0,0.0
282634,734,893.0,0.0
148043,1247,593.0,1.0
276090,1188,1497.0,0.0
164232,697,418.0,0.0
385308,1509,620.0,0.0
436549,1114,113.0,1.0
327219,959,1095.0,1.0
55631,65,293.0,0.0
80913,1119,125.0,0.0
217500,1483,561.0,1.0
382658,1059,1696.0,0.0
321189,1511,409.0,1.0
7579,1051,955.0,1.0
77394,959,1095.0,0.0
394220,1441,1566.0,1.0
37990,686,594.0,1.0
366173,531,1058.0,0.0
349122,173,788.0,0.0
308830,1172,810.0,0.0
76290,683,1606.0,0.0
53887,342,500.0,1.0
209892,256,1257.0,0.0
106040,860,1515.0,0.0
40216,718,622.0,1.0
55079,792,805.0,0.0
360344,1054,520.0,1.0
392712,558,92.0,0.0
17930,1051,955.0,0.0
153767,196,1667.0,1.0
271670,1663,1398.0,0.0
168486,1574,1257.0,1.0
37930,1173,805.0,1.0
24147,66,1430.0,1.0
13193,1325,1684.0,0.0
411638,1244,500.0,0.0
179567,209,293.0,1.0
39422,1209,1292.0,0.0
329911,342,500.0,0.0
435943,1373,872.0,0.0
195378,730,1482.0,0.0
326510,806,1497.0,0.0
115790,1393,1383.0,0.0
414536,1253,127.0,1.0
5343,1248,1368.0,0.0
242715,1578,1249.0,0.0
68313,381,1482.0,1.0
391305,65,293.0,1.0
193613,126,871.0,1.0
433325,984,827.0,0.0
344262,1151,781.0,1.0
104537,1237,623.0,1.0
105341,1679,893.0,1.0
341486,1221,1426.0,1.0
420172,1090,648.0,0.0
132182,683,1606.0,0.0
437346,1417,1329.0,0.0
322833,196,1667.0,0.0
136745,1155,101.0,1.0
387574,342,500.0,1.0
260413,1244,500.0,0.0
293130,1069,362.0,0.0
395480,739,1181.0,0.0
425812,1,854.0,1.0
187687,1358,1009.0,0.0
240169,1059,1696.0,0.0
437169,463,250.0,0.0
131042,558,92.0,1.0
377301,656,1125.0,0.0
77636,1665,945.0,1.0
140873,1483,561.0,0.0
129292,959,1095.0,1.0
208340,267,1566.0,1.0
462303,239,1515.0,0.0
364073,1477,206.0,1.0
288567,1,854.0,0.0
48141,959,1095.0,1.0
451020,1694,1621.0,0.0
422832,635,1229.0,1.0
77189,1421,105.0,0.0
202417,628,149.0,1.0
145881,691,1079.0,0.0
189596,828,293.0,0.0
351414,691,1079.0,0.0
94872,1652,1368.0,0.0
152550,1694,1621.0,0.0
229695,1626,340.0,1.0
95354,959,1095.0,1.0
27027,1542,745.0,0.0
409126,1196,1181.0,1.0
274533,65,293.0,0.0
24151,642,250.0,0.0
237062,598,362.0,0.0
139190,1634,143.0,0.0
155451,610,1239.0,0.0
73865,967,378.0,0.0
353830,239,1515.0,0.0
203736,683,1606.0,1.0
371850,342,500.0,0.0
37799,891,1012.0,0.0
173219,1529,805.0,1.0
38783,1434,1136.0,0.0
304113,282,113.0,1.0
434721,844,1458.0,1.0
111508,209,293.0,0.0
334027,1265,1136.0,1.0
419359,806,1497.0,1.0
15083,1404,593.0,0.0
178190,646,1606.0,1.0
267491,1037,402.0,1.0
25541,869,679.0,1.0
45745,1584,1562.0,0.0
371642,1343,25.0,0.0
387576,1167,250.0,0.0
76460,227,602.0,0.0
27265,302,1458.0,1.0
29782,1018,1331.0,0.0
320673,1248,1368.0,0.0
99476,416,1299.0,0.0
385566,342,500.0,0.0
298505,646,1606.0,1.0
425352,1117,14.0,0.0
203772,1483,561.0,0.0
121418,628,149.0,0.0
115501,1120,250.0,0.0
36748,1415,14.0,0.0
381224,64,206.0,0.0
7521,904,114.0,1.0
228783,619,145.0,1.0
432427,1228,121.0,0.0
203923,741,362.0,0.0
464930,473,1058.0,1.0
161205,1384,1458.0,1.0
172660,549,781.0,1.0
330995,1483,561.0,0.0
39114,1404,593.0,0.0
272924,828,293.0,0.0
235285,624,871.0,1.0
339976,799,920.0,1.0
443744,624,871.0,0.0
94401,769,587.0,1.0
382525,208,33.0,1.0
391198,683,1606.0,0.0
265188,1233,1257.0,0.0
328529,172,1290.0,0.0
416051,228,1482.0,1.0
14695,195,1079.0,0.0
247798,1244,500.0,1.0
243156,561,395.0,0.0
131912,959,1095.0,0.0
87627,124,104.0,0.0
137612,256,1257.0,1.0
200296,1677,896.0,1.0
88700,491,679.0,0.0
379511,1355,312.0,1.0
92666,959,1095.0,0.0
264015,1277,312.0,1.0
44027,95,1519.0,1.0
96460,1477,206.0,0.0
27107,1060,25.0,0.0
151890,1167,250.0,1.0
24165,1163,561.0,0.0
229523,499,986.0,0.0
158564,959,1095.0,0.0
360887,421,1424.0,0.0
77326,410,894.0,0.0
83245,1026,351.0,1.0
388481,656,1125.0,1.0
417436,1121,1299.0,0.0
376,844,1458.0,1.0
386476,1117,14.0,0.0
109215,1560,293.0,0.0
288784,352,859.0,0.0
294569,999,1621.0,0.0
25145,48,500.0,0.0
309145,1167,250.0,0.0
343802,819,798.0,0.0
323480,546,250.0,0.0
375208,13,1495.0,0.0
379008,1196,1181.0,0.0
220413,209,293.0,1.0
57188,988,727.0,0.0
76042,7,250.0,0.0
111405,1565,1481.0,1.0
329674,1393,1383.0,0.0
240130,1026,351.0,0.0
399350,1022,252.0,0.0
419938,1680,587.0,0.0
62480,914,226.0,1.0
268502,973,20.0,0.0
13044,256,1257.0,0.0
108816,624,871.0,0.0
133504,628,149.0,0.0
308212,1454,1596.0,0.0
212977,1003,61.0,0.0
431667,1043,226.0,0.0
389566,450,1492.0,0.0
2867,967,378.0,1.0
362668,881,1012.0,0.0
454329,1167,250.0,0.0
202788,1477,206.0,0.0
457001,342,500.0,1.0
289298,804,187.0,1.0
441431,410,894.0,0.0
355081,844,1458.0,1.0
224383,256,1257.0,0.0
446211,1650,1426.0,0.0
111425,320,854.0,0.0
38793,209,293.0,0.0
762,844,1458.0,1.0
226758,589,1308.0,0.0
376231,1192,955.0,0.0
368454,926,852.0,0.0
131428,1666,1684.0,0.0
25204,801,766.0,0.0
223958,1542,745.0,1.0
81062,1305,1214.0,0.0
201881,610,1239.0,0.0
238983,531,1058.0,0.0
334982,1392,1041.0,1.0
131533,394,1041.0,0.0
267912,238,250.0,0.0
13620,1120,250.0,0.0
458917,508,362.0,0.0
448591,1477,206.0,0.0
278504,579,1371.0,0.0
312077,1213,955.0,1.0
44393,1578,1249.0,1.0
118306,1221,1426.0,1.0
244081,1205,580.0,1.0
269243,274,381.0,0.0
271199,1083,594.0,0.0
345010,1355,312.0,1.0
65374,550,1139.0,0.0
464411,1511,409.0,0.0
324439,782,1562.0,0.0
172166,1503,580.0,1.0
220393,302,1458.0,0.0
262487,719,908.0,0.0
199851,126,871.0,1.0
47852,1412,107.0,1.0
55264,1173,805.0,1.0
325091,1402,250.0,0.0
33511,64,206.0,0.0
86619,1,854.0,1.0
366860,74,250.0,0.0
213544,1135,1329.0,0.0
259050,411,561.0,0.0
332072,624,871.0,1.0
18309,1221,1426.0,1.0
148513,568,384.0,1.0
2936,242,1531.0,0.0
451993,446,593.0,1.0
98476,1393,1383.0,1.0
205881,239,1515.0,0.0
13503,1191,61.0,0.0
10348,1073,580.0,0.0
72842,1192,955.0,0.0
436901,196,1667.0,0.0
89143,789,14.0,1.0
349146,1390,121.0,1.0
138483,242,1531.0,0.0
85676,248,1596.0,0.0
260231,973,20.0,0.0
27928,535,426.0,0.0
302096,1171,938.0,0.0
142196,427,1313.0,0.0
173624,1248,1368.0,0.0
185595,1233,1257.0,0.0
377910,1454,1596.0,1.0
317134,618,105.0,1.0
77987,1385,1202.0,1.0
42694,1279,1606.0,0.0
252566,1375,805.0,1.0
209959,959,1095.0,0.0
193196,973,20.0,0.0
17497,1477,206.0,0.0
156858,844,1458.0,1.0
366052,642,250.0,0.0
433352,1035,920.0,1.0
171143,493,1331.0,1.0
157250,769,587.0,1.0
195958,1483,561.0,1.0
5911,646,1606.0,0.0
246793,1233,1257.0,0.0
80665,358,1257.0,0.0
65746,248,1596.0,0.0
406048,646,1606.0,0.0
16509,858,1426.0,1.0
151038,1179,580.0,1.0
353467,493,1331.0,1.0
362775,686,594.0,0.0
19356,1375,805.0,0.0
209643,610,1239.0,1.0
408426,561,395.0,0.0
326117,959,1095.0,0.0
384170,1286,854.0,1.0
128395,333,1497.0,0.0
330939,410,894.0,0.0
21530,1221,1426.0,0.0
240635,1493,594.0,0.0
232242,828,293.0,0.0
12450,959,1095.0,0.0
153013,683,1606.0,0.0
74245,1483,561.0,0.0
136614,1051,955.0,0.0
139934,289,1416.0,0.0
408069,1483,561.0,0.0
454358,1219,121.0,1.0
448301,1603,520.0,1.0
362213,84,1308.0,0.0
202473,610,1239.0,1.0
342033,1578,1249.0,1.0
362626,1051,955.0,0.0
324512,846,1012.0,0.0
91754,819,798.0,0.0
263961,209,293.0,1.0
40675,1680,587.0,0.0
14054,1318,986.0,1.0
46427,1070,1423.0,1.0
335381,959,1095.0,0.0
449102,1303,252.0,0.0
235153,1646,114.0,1.0
356421,1188,1497.0,1.0
364235,3,1281.0,1.0
35472,360,1174.0,0.0
301813,1404,593.0,0.0
102614,1493,594.0,0.0
160105,706,713.0,0.0
409642,655,1066.0,0.0
280342,618,105.0,1.0
43230,1638,766.0,0.0
31901,799,920.0,0.0
278111,818,852.0,0.0
210229,1233,1257.0,1.0
189239,70,8.0,0.0
425916,1584,1562.0,0.0
183942,624,871.0,0.0
254380,1245,1259.0,0.0
32271,126,871.0,1.0
94410,56,1497.0,0.0
372565,804,187.0,0.0
240440,1375,805.0,1.0
27471,1375,805.0,0.0
198690,175,1492.0,1.0
43004,739,1181.0,1.0
318760,390,1546.0,1.0
100159,1375,805.0,0.0
404482,1468,1136.0,0.0
128760,769,587.0,1.0
381770,633,568.0,0.0
61977,411,561.0,1.0
137581,41,1658.0,0.0
322355,1076,986.0,1.0
255457,1535,727.0,0.0
203426,984,827.0,0.0
249727,926,852.0,1.0
114380,1626,340.0,0.0
55939,1037,402.0,1.0
169549,1085,1228.0,0.0
82476,1205,580.0,0.0
427393,209,293.0,0.0
215218,242,1531.0,1.0
256800,421,1424.0,0.0
44219,985,1502.0,0.0
71316,1142,485.0,0.0
271879,1578,1249.0,1.0
158254,64,206.0,0.0
120719,342,500.0,0.0
326861,618,105.0,1.0
41103,390,1546.0,1.0
222863,257,312.0,1.0
136560,299,73.0,1.0
279336,1320,879.0,0.0
270517,646,1606.0,1.0
281733,195,1079.0,0.0
457089,239,1515.0,0.0
418600,1511,409.0,0.0
108652,804,187.0,0.0
212884,1580,441.0,0.0
11359,619,145.0,1.0
162455,1355,312.0,0.0
207611,414,206.0,0.0
179714,1011,745.0,1.0
352810,914,226.0,0.0
251373,242,1531.0,1.0
297693,806,1497.0,0.0
369993,586,1519.0,0.0
433715,196,1667.0,0.0
262675,739,1181.0,0.0
165324,1447,351.0,0.0
353750,1248,1368.0,0.0
314732,589,1308.0,0.0
70492,64,206.0,1.0
319842,1163,561.0,0.0
451182,1051,955.0,0.0
393862,1542,745.0,1.0
109406,65,293.0,0.0
440849,1619,1398.0,0.0
323324,498,506.0,0.0
188701,1542,745.0,1.0
202680,333,1497.0,0.0
338711,1248,1368.0,0.0
52105,491,679.0,0.0
221522,1404,593.0,1.0
24003,591,933.0,1.0
112492,84,1308.0,1.0
340327,330,986.0,1.0
34875,769,587.0,1.0
72402,844,1458.0,0.0
252516,342,500.0,0.0
158551,1493,594.0,0.0
2890,1483,561.0,0.0
346106,1375,805.0,1.0
64754,1135,1329.0,1.0
320047,471,1368.0,1.0
24900,1142,485.0,0.0
356318,126,871.0,1.0
327256,561,395.0,0.0
464557,845,1430.0,0.0
392064,884,127.0,0.0
368202,646,1606.0,1.0
283201,624,871.0,1.0
216718,1567,1531.0,1.0
108319,959,1095.0,0.0
386880,642,250.0,0.0
186801,1054,520.0,0.0
237816,390,1546.0,0.0
62513,642,250.0,0.0
317361,572,1066.0,1.0
399723,1384,1458.0,1.0
440251,1248,1368.0,1.0
126216,421,1424.0,0.0
88867,704,1426.0,0.0
381766,1390,121.0,1.0
73359,782,1562.0,1.0
51701,1301,1034.0,0.0
399117,1570,351.0,0.0
232211,1343,25.0,1.0
184164,242,1531.0,0.0
325167,987,1426.0,1.0
378915,1205,580.0,1.0
437897,131,1486.0,1.0
254958,272,1687.0,0.0
109083,545,143.0,1.0
330718,1483,561.0,1.0
355707,1051,955.0,1.0
465497,324,1145.0,1.0
56577,421,1424.0,1.0
188449,1205,580.0,0.0
309155,1117,14.0,0.0
64703,619,145.0,0.0
124559,316,605.0,1.0
12673,1320,879.0,1.0
312336,427,1313.0,1.0
456818,175,1492.0,1.0
259546,491,679.0,0.0
132965,366,143.0,1.0
155219,1019,1229.0,1.0
464380,1151,781.0,1.0
125944,1384,1458.0,0.0
9620,1593,1673.0,1.0
29618,959,1095.0,0.0
253710,1167,250.0,1.0
3427,499,986.0,1.0
311899,261,1229.0,0.0
41009,471,1368.0,1.0
72215,646,1606.0,0.0
317576,1344,713.0,0.0
81766,1135,1329.0,1.0
372997,464,143.0,1.0
123010,1477,206.0,0.0
378016,1196,1181.0,0.0
104360,1404,593.0,1.0
15583,1493,594.0,1.0
348938,1542,745.0,1.0
229977,1047,127.0,1.0
125068,686,594.0,1.0
295609,686,594.0,1.0
440587,302,1458.0,1.0
115144,1051,955.0,0.0
26784,769,587.0,0.0
57760,342,500.0,0.0
240286,1248,1368.0,0.0
419826,646,1606.0,0.0
229499,988,727.0,0.0
299838,469,1383.0,0.0
180781,1650,1426.0,0.0
416863,1007,485.0,0.0
463767,242,1531.0,0.0
285456,1493,594.0,1.0
420407,225,593.0,0.0
456320,624,871.0,1.0
131904,1135,1329.0,0.0
431468,730,1482.0,1.0
236219,1567,1531.0,1.0
161000,1493,594.0,0.0
217059,242,1531.0,0.0
404127,1051,955.0,1.0
95771,568,384.0,0.0
403622,1529,805.0,1.0
363315,1,854.0,1.0
423824,1584,1562.0,0.0
432199,1320,879.0,1.0
358093,642,250.0,0.0
444500,1006,1546.0,1.0
214441,1483,561.0,1.0
371114,1493,594.0,0.0
237111,1595,1673.0,1.0
6848,1561,250.0,1.0
190374,1375,805.0,0.0
73269,84,1308.0,0.0
223241,895,1499.0,0.0
259926,1245,1259.0,0.0
111745,1120,250.0,0.0
340258,1261,25.0,0.0
367808,195,1079.0,0.0
283047,769,587.0,0.0
363050,828,293.0,0.0
136201,479,520.0,0.0
114342,1006,1546.0,1.0
73808,1663,1398.0,1.0
452302,808,1272.0,0.0
72517,1233,1257.0,0.0
280130,1359,1215.0,0.0
151148,959,1095.0,0.0
255441,342,500.0,0.0
207417,1283,1651.0,0.0
177951,987,1426.0,0.0
414301,407,207.0,0.0
267961,1659,825.0,1.0
113199,1240,1546.0,1.0
242193,739,1181.0,1.0
19680,1277,312.0,0.0
252585,793,1066.0,0.0
157565,586,1519.0,1.0
265920,1393,1383.0,1.0
423639,1171,938.0,0.0
24418,1384,1458.0,1.0
83856,1555,1249.0,0.0
320785,1117,14.0,1.0
388119,1051,955.0,0.0
176505,618,105.0,1.0
89522,1625,1141.0,1.0
78318,694,561.0,1.0
390506,227,602.0,0.0
265984,739,1181.0,0.0
47363,51,955.0,0.0
165564,1279,1606.0,0.0
292580,56,1497.0,1.0
250201,739,1181.0,0.0
90818,1246,945.0,1.0
276028,1304,362.0,0.0
240289,646,1606.0,0.0
97645,158,1621.0,0.0
388722,1390,121.0,1.0
202312,494,768.0,0.0
316890,1318,986.0,0.0
370986,1007,485.0,0.0
259304,120,897.0,0.0
50883,884,127.0,1.0
228970,1244,500.0,0.0
253344,473,1058.0,0.0
227875,610,1239.0,1.0
55305,1404,593.0,1.0
92951,1208,827.0,0.0
131940,1295,9.0,0.0
434612,29,1678.0,0.0
319375,584,709.0,0.0
452430,48,500.0,0.0
139918,1393,1383.0,1.0
275456,209,293.0,1.0
327461,392,1202.0,1.0
367522,1246,945.0,1.0
19755,50,312.0,0.0
378748,1616,827.0,0.0
248220,743,418.0,0.0
313338,1173,805.0,1.0
255203,746,1200.0,0.0
126454,1578,1249.0,0.0
25872,730,1482.0,0.0
203973,618,105.0,1.0
331974,1477,206.0,0.0
200580,227,602.0,1.0
52818,1477,206.0,0.0
118659,209,293.0,0.0
437301,822,1546.0,0.0
239255,1051,955.0,1.0
134838,1244,500.0,1.0
115880,196,1667.0,0.0
164990,572,1066.0,1.0
65115,1233,1257.0,0.0
190815,1142,485.0,0.0
8163,1173,805.0,0.0
87575,405,351.0,0.0
310306,130,145.0,1.0
90739,1483,561.0,0.0
185366,959,1095.0,0.0
135865,1680,587.0,0.0
237932,959,1095.0,0.0
63639,254,866.0,1.0
233240,1619,1398.0,0.0
123557,959,1095.0,0.0
198297,1338,1278.0,0.0
208871,1279,1606.0,1.0
83311,1117,14.0,0.0
392939,1258,1386.0,0.0
171382,66,1430.0,0.0
378501,1375,805.0,1.0
458526,686,594.0,1.0
156914,822,1546.0,0.0
415241,1098,897.0,1.0
439187,1135,1329.0,1.0
336457,1279,1606.0,1.0
382276,1483,561.0,1.0
128038,979,1383.0,0.0
291435,686,594.0,0.0
426042,242,1531.0,1.0
430581,1167,250.0,0.0
94192,1163,561.0,0.0
189021,5,1637.0,1.0
115987,65,293.0,0.0
244694,1533,602.0,0.0
362346,1320,879.0,0.0
220530,792,805.0,1.0
113900,739,1181.0,0.0
44600,1167,250.0,0.0
356962,619,145.0,1.0
360907,1455,213.0,1.0
345488,1491,440.0,1.0
8588,844,1458.0,0.0
88609,1359,1215.0,1.0
242896,1483,561.0,0.0
177421,565,500.0,0.0
160055,1483,561.0,0.0
161423,141,1502.0,0.0
248630,1265,1136.0,1.0
372868,342,500.0,0.0
208107,302,1458.0,1.0
174992,242,1531.0,1.0
358749,984,827.0,0.0
53130,1172,810.0,0.0
406930,858,1426.0,0.0
92628,1613,250.0,0.0
34860,575,1257.0,0.0
40253,1258,1386.0,1.0
87610,209,293.0,0.0
279615,1500,1515.0,1.0
326124,730,1482.0,0.0
283776,1493,594.0,0.0
194196,242,1531.0,0.0
384729,535,426.0,0.0
183930,589,1308.0,1.0
135732,562,986.0,0.0
287445,1250,1423.0,0.0
175109,959,1095.0,1.0
321269,1338,1278.0,0.0
158528,637,92.0,1.0
374306,936,143.0,1.0
210368,342,500.0,0.0
119491,421,1424.0,0.0
380620,1511,409.0,0.0
446147,208,33.0,1.0
385748,1270,351.0,0.0
243096,64,206.0,0.0
99700,828,293.0,0.0
113522,1135,1329.0,1.0
42328,390,1546.0,1.0
412866,1292,540.0,1.0
16107,1355,312.0,0.0
237899,195,1079.0,1.0
280339,421,1424.0,0.0
329371,1142,485.0,0.0
71044,737,854.0,1.0
305793,1663,1398.0,1.0
177516,586,1519.0,0.0
136636,1078,1249.0,0.0
290927,769,587.0,0.0
289057,1277,312.0,0.0
418835,1265,1136.0,0.0
215479,1477,206.0,0.0
437022,1581,854.0,1.0
80519,133,114.0,0.0
465484,976,1009.0,0.0
196137,884,127.0,1.0
433087,342,500.0,0.0
119691,1221,1426.0,1.0
359705,126,871.0,1.0
419567,1375,805.0,0.0
29856,84,1308.0,0.0
164294,507,1546.0,1.0
431398,1675,1550.0,0.0
344286,1589,1426.0,0.0
26417,546,250.0,0.0
227105,1051,955.0,0.0
173646,1240,1546.0,1.0
419291,1265,1136.0,0.0
170698,429,113.0,0.0
202634,624,871.0,1.0
315434,1645,1534.0,1.0
16306,1135,1329.0,1.0
118999,977,871.0,1.0
31305,579,1371.0,0.0
436220,789,14.0,0.0
38361,531,1058.0,0.0
191337,707,561.0,0.0
373064,618,105.0,1.0
405820,1421,105.0,1.0
276189,1018,1331.0,0.0
177017,299,73.0,0.0
259112,624,871.0,0.0
99616,1051,955.0,0.0
385005,1059,1696.0,0.0
442274,1384,1458.0,0.0
11816,705,1487.0,1.0
206842,1388,1249.0,1.0
251412,618,105.0,1.0
158767,126,871.0,1.0
347339,936,143.0,0.0
214232,1483,561.0,0.0
457029,1593,1673.0,0.0
188695,1418,896.0,0.0
195983,818,852.0,0.0
241036,1328,432.0,0.0
305008,655,1066.0,1.0
410721,549,781.0,1.0
63104,1680,587.0,1.0
350903,1589,1426.0,1.0
179317,29,1678.0,0.0
252280,959,1095.0,1.0
93075,1265,1136.0,0.0
61770,1051,955.0,0.0
311066,360,1174.0,0.0
351456,1047,127.0,1.0
417786,1091,573.0,0.0
366475,267,1566.0,1.0
317792,618,105.0,1.0
440377,1666,1684.0,0.0
37264,342,500.0,0.0
222972,1135,1329.0,1.0
264440,518,362.0,0.0
295969,366,143.0,1.0
245247,1393,1383.0,0.0
268957,1376,480.0,0.0
39925,769,587.0,1.0
357219,646,1606.0,0.0
30698,282,113.0,1.0
12918,126,871.0,1.0
64350,1059,1696.0,0.0
408943,988,727.0,0.0
99454,1376,480.0,0.0
174555,769,587.0,0.0
59419,1402,250.0,1.0
168103,642,250.0,0.0
208916,1265,1136.0,1.0
318477,1248,1368.0,1.0
71628,646,1606.0,0.0
182880,684,1041.0,0.0
235498,1172,810.0,0.0
416941,704,1426.0,1.0
278790,697,418.0,0.0
199700,410,894.0,0.0
237953,618,105.0,1.0
21718,633,568.0,1.0
398682,1542,745.0,1.0
25694,533,1299.0,0.0
361297,1237,623.0,0.0
281866,1258,1386.0,0.0
431766,1020,1329.0,0.0
335356,691,1079.0,1.0
8516,1114,113.0,1.0
47332,1301,1034.0,0.0
192096,405,351.0,0.0
400985,589,1308.0,1.0
342236,1578,1249.0,0.0
175435,490,647.0,1.0
397724,1483,561.0,0.0
205337,48,500.0,0.0
325851,484,127.0,0.0
396399,619,145.0,0.0
170192,1247,593.0,0.0
40408,730,1482.0,1.0
101456,1387,933.0,1.0
399758,1578,1249.0,0.0
201563,1302,1600.0,1.0
94325,1135,1329.0,1.0
201578,1542,745.0,0.0
60412,330,986.0,1.0
121189,730,1482.0,0.0
388590,567,605.0,0.0
297356,196,1667.0,0.0
298789,959,1095.0,1.0
40840,1135,1329.0,1.0
439529,1404,593.0,0.0
102266,1694,1621.0,0.0
164017,691,1079.0,0.0
224526,1616,827.0,1.0
54826,228,1482.0,1.0
221079,1567,1531.0,0.0
345953,1417,1329.0,0.0
184074,324,1145.0,0.0
163490,256,1257.0,0.0
220104,646,1606.0,0.0
390420,642,250.0,0.0
240492,484,127.0,0.0
142323,498,506.0,0.0
279478,1623,1066.0,0.0
290555,959,1095.0,1.0
154533,1277,312.0,1.0
208146,914,226.0,0.0
240711,1261,25.0,0.0
211107,1434,1136.0,0.0
236404,84,1308.0,0.0
343940,406,872.0,0.0
332249,914,226.0,0.0
350734,973,20.0,1.0
407361,1250,1423.0,1.0
353143,914,226.0,0.0
463550,256,1257.0,1.0
427799,1503,580.0,0.0
115754,434,968.0,1.0
413691,1544,679.0,1.0
417156,1173,805.0,1.0
403812,84,1308.0,0.0
26766,619,145.0,0.0
363404,818,852.0,0.0
453346,356,92.0,0.0
257745,1237,623.0,1.0
205720,450,1492.0,1.0
37893,806,1497.0,0.0
193347,1007,485.0,0.0
361251,3,1281.0,1.0
366585,1301,1034.0,0.0
126102,50,312.0,0.0
